68 32 6138
.0
.1
.2
.3
.4
.5
.6
.7
.8
.9
.10
.11
.12
+0
+1
+2
+3
+4
+5
+6
+7
+8
+9
+10
+11
+12
+13
+14
+15
+16
+17
+18
l1
l2
l3
l4
l5
l6
l7
l8
l9
l10
l11
l12
l13
l14
l15
l16
l17
l18
e0
e1
e2
e3
e4
e5
e6
e7
e8
e9
e10
e11
e12
e13
e14
e15
e16
e17
32 50 0:0 2:1 13:0 14:2
34 66 10:5 12:2 18:10 15:12
34 67 11:2 12:5 15:11 18:12
34 67 11:5 12:2 18:11 15:12
34 50 0:3 2:6 16:0 19:2
34 50 0:6 2:3 19:0 16:2
34 51 1:3 2:6 16:1 19:2
34 51 1:6 2:3 19:1 16:2
34 52 1:3 3:6 16:1 19:3
34 52 1:6 3:3 19:1 16:3
34 53 1:3 4:6 16:1 19:4
34 53 1:6 4:3 19:1 16:4
34 54 1:3 5:6 16:1 19:5
34 54 1:6 5:3 19:1 16:5
34 55 2:3 5:6 16:2 19:5
34 55 2:6 5:3 19:2 16:5
34 56 2:3 6:6 16:2 19:6
34 56 2:6 6:3 19:2 16:6
34 57 3:3 4:6 16:3 19:4
34 57 3:6 4:3 19:3 16:4
34 58 3:3 7:6 16:3 19:7
34 58 3:6 7:3 19:3 16:7
34 59 3:3 8:6 16:3 19:8
34 59 3:6 8:3 19:3 16:8
34 60 4:3 8:6 16:4 19:8
34 60 4:6 8:3 19:4 16:8
34 61 5:3 6:6 16:5 19:6
34 61 5:6 6:3 19:5 16:6
34 62 7:3 8:6 16:7 19:8
34 62 7:6 8:3 19:7 16:8
34 63 7:3 9:6 16:7 19:9
34 63 7:6 9:3 19:7 16:9
34 64 9:3 10:6 16:9 19:10
34 64 9:6 10:3 19:9 16:10
34 65 10:3 11:6 16:10 19:11
34 65 10:6 11:3 19:10 16:11
34 66 10:3 12:6 16:10 19:12
34 66 10:6 12:3 19:10 16:12
34 67 11:3 12:6 16:11 19:12
34 67 11:6 12:3 19:11 16:12
34 50 0:4 2:7 17:0 20:2
34 50 0:7 2:4 20:0 17:2
34 51 1:4 2:7 17:1 20:2
34 51 1:7 2:4 20:1 17:2
34 52 1:4 3:7 17:1 20:3
34 52 1:7 3:4 20:1 17:3
34 53 1:4 4:7 17:1 20:4
34 53 1:7 4:4 20:1 17:4
34 54 1:4 5:7 17:1 20:5
34 54 1:7 5:4 20:1 17:5
34 55 2:4 5:7 17:2 20:5
34 55 2:7 5:4 20:2 17:5
34 56 2:4 6:7 17:2 20:6
34 56 2:7 6:4 20:2 17:6
34 57 3:4 4:7 17:3 20:4
34 57 3:7 4:4 20:3 17:4
34 58 3:4 7:7 17:3 20:7
34 58 3:7 7:4 20:3 17:7
34 59 3:4 8:7 17:3 20:8
34 59 3:7 8:4 20:3 17:8
34 60 4:4 8:7 17:4 20:8
34 60 4:7 8:4 20:4 17:8
34 61 5:4 6:7 17:5 20:6
34 61 5:7 6:4 20:5 17:6
34 62 7:4 8:7 17:7 20:8
34 62 7:7 8:4 20:7 17:8
34 63 7:4 9:7 17:7 20:9
34 63 7:7 9:4 20:7 17:9
34 64 9:4 10:7 17:9 20:10
34 64 9:7 10:4 20:9 17:10
34 65 10:4 11:7 17:10 20:11
34 65 10:7 11:4 20:10 17:11
34 66 10:4 12:7 17:10 20:12
34 66 10:7 12:4 20:10 17:12
34 67 11:4 12:7 17:11 20:12
34 67 11:7 12:4 20:11 17:12
34 50 0:5 2:8 18:0 21:2
34 50 0:8 2:5 21:0 18:2
34 51 1:5 2:8 18:1 21:2
34 51 1:8 2:5 21:1 18:2
34 52 1:5 3:8 18:1 21:3
34 52 1:8 3:5 21:1 18:3
34 53 1:5 4:8 18:1 21:4
34 53 1:8 4:5 21:1 18:4
34 54 1:5 5:8 18:1 21:5
34 54 1:8 5:5 21:1 18:5
34 55 2:5 5:8 18:2 21:5
34 55 2:8 5:5 21:2 18:5
34 56 2:5 6:8 18:2 21:6
34 56 2:8 6:5 21:2 18:6
34 57 3:5 4:8 18:3 21:4
34 57 3:8 4:5 21:3 18:4
34 58 3:5 7:8 18:3 21:7
34 58 3:8 7:5 21:3 18:7
34 59 3:5 8:8 18:3 21:8
34 59 3:8 8:5 21:3 18:8
34 60 4:5 8:8 18:4 21:8
34 60 4:8 8:5 21:4 18:8
34 61 5:5 6:8 18:5 21:6
34 61 5:8 6:5 21:5 18:6
34 62 7:5 8:8 18:7 21:8
34 62 7:8 8:5 21:7 18:8
34 63 7:5 9:8 18:7 21:9
34 63 7:8 9:5 21:7 18:9
34 64 9:5 10:8 18:9 21:10
34 64 9:8 10:5 21:9 18:10
34 65 10:5 11:8 18:10 21:11
34 65 10:8 11:5 21:10 18:11
34 66 10:5 12:8 18:10 21:12
34 66 10:8 12:5 21:10 18:12
34 67 11:5 12:8 18:11 21:12
34 67 11:8 12:5 21:11 18:12
34 50 0:6 2:9 19:0 22:2
34 50 0:9 2:6 22:0 19:2
34 51 1:6 2:9 19:1 22:2
34 51 1:9 2:6 22:1 19:2
34 52 1:6 3:9 19:1 22:3
34 52 1:9 3:6 22:1 19:3
34 53 1:6 4:9 19:1 22:4
34 53 1:9 4:6 22:1 19:4
34 54 1:6 5:9 19:1 22:5
34 54 1:9 5:6 22:1 19:5
34 55 2:6 5:9 19:2 22:5
34 55 2:9 5:6 22:2 19:5
34 56 2:6 6:9 19:2 22:6
34 56 2:9 6:6 22:2 19:6
34 57 3:6 4:9 19:3 22:4
34 57 3:9 4:6 22:3 19:4
34 58 3:6 7:9 19:3 22:7
34 58 3:9 7:6 22:3 19:7
34 59 3:6 8:9 19:3 22:8
34 59 3:9 8:6 22:3 19:8
34 60 4:6 8:9 19:4 22:8
34 60 4:9 8:6 22:4 19:8
34 61 5:6 6:9 19:5 22:6
34 61 5:9 6:6 22:5 19:6
34 62 7:6 8:9 19:7 22:8
34 62 7:9 8:6 22:7 19:8
34 63 7:6 9:9 19:7 22:9
34 63 7:9 9:6 22:7 19:9
34 64 9:6 10:9 19:9 22:10
34 64 9:9 10:6 22:9 19:10
34 65 10:6 11:9 19:10 22:11
34 65 10:9 11:6 22:10 19:11
34 66 10:6 12:9 19:10 22:12
34 66 10:9 12:6 22:10 19:12
34 67 11:6 12:9 19:11 22:12
34 67 11:9 12:6 22:11 19:12
34 50 0:7 2:10 20:0 23:2
34 50 0:10 2:7 23:0 20:2
34 51 1:7 2:10 20:1 23:2
34 51 1:10 2:7 23:1 20:2
34 52 1:7 3:10 20:1 23:3
34 52 1:10 3:7 23:1 20:3
34 53 1:7 4:10 20:1 23:4
34 53 1:10 4:7 23:1 20:4
34 54 1:7 5:10 20:1 23:5
34 54 1:10 5:7 23:1 20:5
34 55 2:7 5:10 20:2 23:5
34 55 2:10 5:7 23:2 20:5
34 56 2:7 6:10 20:2 23:6
34 56 2:10 6:7 23:2 20:6
34 57 3:7 4:10 20:3 23:4
34 57 3:10 4:7 23:3 20:4
34 58 3:7 7:10 20:3 23:7
34 58 3:10 7:7 23:3 20:7
34 59 3:7 8:10 20:3 23:8
34 59 3:10 8:7 23:3 20:8
34 60 4:7 8:10 20:4 23:8
34 60 4:10 8:7 23:4 20:8
34 61 5:7 6:10 20:5 23:6
34 61 5:10 6:7 23:5 20:6
34 62 7:7 8:10 20:7 23:8
34 62 7:10 8:7 23:7 20:8
34 63 7:7 9:10 20:7 23:9
34 63 7:10 9:7 23:7 20:9
34 64 9:7 10:10 20:9 23:10
34 64 9:10 10:7 23:9 20:10
34 65 10:7 11:10 20:10 23:11
34 65 10:10 11:7 23:10 20:11
34 66 10:7 12:10 20:10 23:12
34 66 10:10 12:7 23:10 20:12
34 67 11:7 12:10 20:11 23:12
34 67 11:10 12:7 23:11 20:12
34 50 0:8 2:11 21:0 24:2
34 50 0:11 2:8 24:0 21:2
34 51 1:8 2:11 21:1 24:2
34 51 1:11 2:8 24:1 21:2
34 52 1:8 3:11 21:1 24:3
34 52 1:11 3:8 24:1 21:3
34 53 1:8 4:11 21:1 24:4
34 53 1:11 4:8 24:1 21:4
34 54 1:8 5:11 21:1 24:5
34 54 1:11 5:8 24:1 21:5
34 55 2:8 5:11 21:2 24:5
34 55 2:11 5:8 24:2 21:5
34 56 2:8 6:11 21:2 24:6
34 56 2:11 6:8 24:2 21:6
34 57 3:8 4:11 21:3 24:4
34 57 3:11 4:8 24:3 21:4
34 58 3:8 7:11 21:3 24:7
34 58 3:11 7:8 24:3 21:7
34 59 3:8 8:11 21:3 24:8
34 59 3:11 8:8 24:3 21:8
34 60 4:8 8:11 21:4 24:8
34 60 4:11 8:8 24:4 21:8
34 61 5:8 6:11 21:5 24:6
34 61 5:11 6:8 24:5 21:6
34 62 7:8 8:11 21:7 24:8
34 62 7:11 8:8 24:7 21:8
34 63 7:8 9:11 21:7 24:9
34 63 7:11 9:8 24:7 21:9
34 64 9:8 10:11 21:9 24:10
34 64 9:11 10:8 24:9 21:10
34 65 10:8 11:11 21:10 24:11
34 65 10:11 11:8 24:10 21:11
34 66 10:8 12:11 21:10 24:12
34 66 10:11 12:8 24:10 21:12
34 67 11:8 12:11 21:11 24:12
34 67 11:11 12:8 24:11 21:12
34 50 0:9 2:12 22:0 25:2
34 50 0:12 2:9 25:0 22:2
34 51 1:9 2:12 22:1 25:2
34 51 1:12 2:9 25:1 22:2
34 52 1:9 3:12 22:1 25:3
34 52 1:12 3:9 25:1 22:3
34 53 1:9 4:12 22:1 25:4
34 53 1:12 4:9 25:1 22:4
34 54 1:9 5:12 22:1 25:5
34 54 1:12 5:9 25:1 22:5
34 55 2:9 5:12 22:2 25:5
34 55 2:12 5:9 25:2 22:5
34 56 2:9 6:12 22:2 25:6
34 56 2:12 6:9 25:2 22:6
34 57 3:9 4:12 22:3 25:4
34 57 3:12 4:9 25:3 22:4
34 58 3:9 7:12 22:3 25:7
34 58 3:12 7:9 25:3 22:7
34 59 3:9 8:12 22:3 25:8
34 59 3:12 8:9 25:3 22:8
34 60 4:9 8:12 22:4 25:8
34 60 4:12 8:9 25:4 22:8
34 61 5:9 6:12 22:5 25:6
34 61 5:12 6:9 25:5 22:6
34 62 7:9 8:12 22:7 25:8
34 62 7:12 8:9 25:7 22:8
34 63 7:9 9:12 22:7 25:9
34 63 7:12 9:9 25:7 22:9
34 64 9:9 10:12 22:9 25:10
34 64 9:12 10:9 25:9 22:10
34 65 10:9 11:12 22:10 25:11
34 65 10:12 11:9 25:10 22:11
34 66 10:9 12:12 22:10 25:12
34 66 10:12 12:9 25:10 22:12
34 67 11:9 12:12 22:11 25:12
34 67 11:12 12:9 25:11 22:12
34 50 0:10 2:13 23:0 26:2
34 50 0:13 2:10 26:0 23:2
34 51 1:10 2:13 23:1 26:2
34 51 1:13 2:10 26:1 23:2
34 52 1:10 3:13 23:1 26:3
34 52 1:13 3:10 26:1 23:3
34 53 1:10 4:13 23:1 26:4
34 53 1:13 4:10 26:1 23:4
34 54 1:10 5:13 23:1 26:5
34 54 1:13 5:10 26:1 23:5
34 55 2:10 5:13 23:2 26:5
34 55 2:13 5:10 26:2 23:5
34 56 2:10 6:13 23:2 26:6
34 56 2:13 6:10 26:2 23:6
34 57 3:10 4:13 23:3 26:4
34 57 3:13 4:10 26:3 23:4
34 58 3:10 7:13 23:3 26:7
34 58 3:13 7:10 26:3 23:7
34 59 3:10 8:13 23:3 26:8
34 59 3:13 8:10 26:3 23:8
34 60 4:10 8:13 23:4 26:8
34 60 4:13 8:10 26:4 23:8
34 61 5:10 6:13 23:5 26:6
34 61 5:13 6:10 26:5 23:6
34 62 7:10 8:13 23:7 26:8
34 62 7:13 8:10 26:7 23:8
34 63 7:10 9:13 23:7 26:9
34 63 7:13 9:10 26:7 23:9
34 64 9:10 10:13 23:9 26:10
34 64 9:13 10:10 26:9 23:10
34 65 10:10 11:13 23:10 26:11
34 65 10:13 11:10 26:10 23:11
34 66 10:10 12:13 23:10 26:12
34 66 10:13 12:10 26:10 23:12
34 67 11:10 12:13 23:11 26:12
34 67 11:13 12:10 26:11 23:12
34 50 0:11 2:14 24:0 27:2
34 50 0:14 2:11 27:0 24:2
34 51 1:11 2:14 24:1 27:2
34 51 1:14 2:11 27:1 24:2
34 52 1:11 3:14 24:1 27:3
34 52 1:14 3:11 27:1 24:3
34 53 1:11 4:14 24:1 27:4
34 53 1:14 4:11 27:1 24:4
34 54 1:11 5:14 24:1 27:5
34 54 1:14 5:11 27:1 24:5
34 55 2:11 5:14 24:2 27:5
34 55 2:14 5:11 27:2 24:5
34 56 2:11 6:14 24:2 27:6
34 56 2:14 6:11 27:2 24:6
34 57 3:11 4:14 24:3 27:4
34 57 3:14 4:11 27:3 24:4
34 58 3:11 7:14 24:3 27:7
34 58 3:14 7:11 27:3 24:7
34 59 3:11 8:14 24:3 27:8
34 59 3:14 8:11 27:3 24:8
34 60 4:11 8:14 24:4 27:8
34 60 4:14 8:11 27:4 24:8
34 61 5:11 6:14 24:5 27:6
34 61 5:14 6:11 27:5 24:6
34 62 7:11 8:14 24:7 27:8
34 62 7:14 8:11 27:7 24:8
34 63 7:11 9:14 24:7 27:9
34 63 7:14 9:11 27:7 24:9
34 64 9:11 10:14 24:9 27:10
34 64 9:14 10:11 27:9 24:10
34 65 10:11 11:14 24:10 27:11
34 65 10:14 11:11 27:10 24:11
34 66 10:11 12:14 24:10 27:12
34 66 10:14 12:11 27:10 24:12
34 67 11:11 12:14 24:11 27:12
34 67 11:14 12:11 27:11 24:12
34 50 0:12 2:15 25:0 28:2
34 50 0:15 2:12 28:0 25:2
34 51 1:12 2:15 25:1 28:2
34 51 1:15 2:12 28:1 25:2
34 52 1:12 3:15 25:1 28:3
34 52 1:15 3:12 28:1 25:3
34 53 1:12 4:15 25:1 28:4
34 53 1:15 4:12 28:1 25:4
34 54 1:12 5:15 25:1 28:5
34 54 1:15 5:12 28:1 25:5
34 55 2:12 5:15 25:2 28:5
34 55 2:15 5:12 28:2 25:5
34 56 2:12 6:15 25:2 28:6
34 56 2:15 6:12 28:2 25:6
34 57 3:12 4:15 25:3 28:4
34 57 3:15 4:12 28:3 25:4
34 58 3:12 7:15 25:3 28:7
34 58 3:15 7:12 28:3 25:7
34 59 3:12 8:15 25:3 28:8
34 59 3:15 8:12 28:3 25:8
34 60 4:12 8:15 25:4 28:8
34 60 4:15 8:12 28:4 25:8
34 61 5:12 6:15 25:5 28:6
34 61 5:15 6:12 28:5 25:6
34 62 7:12 8:15 25:7 28:8
34 62 7:15 8:12 28:7 25:8
34 63 7:12 9:15 25:7 28:9
34 63 7:15 9:12 28:7 25:9
34 64 9:12 10:15 25:9 28:10
34 64 9:15 10:12 28:9 25:10
34 65 10:12 11:15 25:10 28:11
34 65 10:15 11:12 28:10 25:11
34 66 10:12 12:15 25:10 28:12
34 66 10:15 12:12 28:10 25:12
34 67 11:12 12:15 25:11 28:12
34 67 11:15 12:12 28:11 25:12
34 50 0:13 2:16 26:0 29:2
34 50 0:16 2:13 29:0 26:2
34 51 1:13 2:16 26:1 29:2
34 51 1:16 2:13 29:1 26:2
34 52 1:13 3:16 26:1 29:3
34 52 1:16 3:13 29:1 26:3
34 53 1:13 4:16 26:1 29:4
34 53 1:16 4:13 29:1 26:4
34 54 1:13 5:16 26:1 29:5
34 54 1:16 5:13 29:1 26:5
34 55 2:13 5:16 26:2 29:5
34 55 2:16 5:13 29:2 26:5
34 56 2:13 6:16 26:2 29:6
34 56 2:16 6:13 29:2 26:6
34 57 3:13 4:16 26:3 29:4
34 57 3:16 4:13 29:3 26:4
34 58 3:13 7:16 26:3 29:7
34 58 3:16 7:13 29:3 26:7
34 59 3:13 8:16 26:3 29:8
34 59 3:16 8:13 29:3 26:8
34 60 4:13 8:16 26:4 29:8
34 60 4:16 8:13 29:4 26:8
34 61 5:13 6:16 26:5 29:6
34 61 5:16 6:13 29:5 26:6
34 62 7:13 8:16 26:7 29:8
34 62 7:16 8:13 29:7 26:8
34 63 7:13 9:16 26:7 29:9
34 63 7:16 9:13 29:7 26:9
34 64 9:13 10:16 26:9 29:10
34 64 9:16 10:13 29:9 26:10
34 65 10:13 11:16 26:10 29:11
34 65 10:16 11:13 29:10 26:11
34 66 10:13 12:16 26:10 29:12
34 66 10:16 12:13 29:10 26:12
34 67 11:13 12:16 26:11 29:12
34 67 11:16 12:13 29:11 26:12
34 50 0:14 2:17 27:0 30:2
34 50 0:17 2:14 30:0 27:2
34 51 1:14 2:17 27:1 30:2
34 51 1:17 2:14 30:1 27:2
34 52 1:14 3:17 27:1 30:3
34 52 1:17 3:14 30:1 27:3
34 53 1:14 4:17 27:1 30:4
34 53 1:17 4:14 30:1 27:4
34 54 1:14 5:17 27:1 30:5
34 54 1:17 5:14 30:1 27:5
34 55 2:14 5:17 27:2 30:5
34 55 2:17 5:14 30:2 27:5
34 56 2:14 6:17 27:2 30:6
34 56 2:17 6:14 30:2 27:6
34 57 3:14 4:17 27:3 30:4
34 57 3:17 4:14 30:3 27:4
34 58 3:14 7:17 27:3 30:7
34 58 3:17 7:14 30:3 27:7
34 59 3:14 8:17 27:3 30:8
34 59 3:17 8:14 30:3 27:8
34 60 4:14 8:17 27:4 30:8
34 60 4:17 8:14 30:4 27:8
34 61 5:14 6:17 27:5 30:6
34 61 5:17 6:14 30:5 27:6
34 62 7:14 8:17 27:7 30:8
34 62 7:17 8:14 30:7 27:8
34 63 7:14 9:17 27:7 30:9
34 63 7:17 9:14 30:7 27:9
34 64 9:14 10:17 27:9 30:10
34 64 9:17 10:14 30:9 27:10
34 65 10:14 11:17 27:10 30:11
34 65 10:17 11:14 30:10 27:11
34 66 10:14 12:17 27:10 30:12
34 66 10:17 12:14 30:10 27:12
34 67 11:14 12:17 27:11 30:12
34 67 11:17 12:14 30:11 27:12
34 50 0:15 2:18 28:0 31:2
34 50 0:18 2:15 31:0 28:2
34 51 1:15 2:18 28:1 31:2
34 51 1:18 2:15 31:1 28:2
34 52 1:15 3:18 28:1 31:3
34 52 1:18 3:15 31:1 28:3
34 53 1:15 4:18 28:1 31:4
34 53 1:18 4:15 31:1 28:4
34 54 1:15 5:18 28:1 31:5
34 54 1:18 5:15 31:1 28:5
34 55 2:15 5:18 28:2 31:5
34 55 2:18 5:15 31:2 28:5
34 56 2:15 6:18 28:2 31:6
34 56 2:18 6:15 31:2 28:6
34 57 3:15 4:18 28:3 31:4
34 57 3:18 4:15 31:3 28:4
34 58 3:15 7:18 28:3 31:7
34 58 3:18 7:15 31:3 28:7
34 59 3:15 8:18 28:3 31:8
34 59 3:18 8:15 31:3 28:8
34 60 4:15 8:18 28:4 31:8
34 60 4:18 8:15 31:4 28:8
34 61 5:15 6:18 28:5 31:6
34 61 5:18 6:15 31:5 28:6
34 62 7:15 8:18 28:7 31:8
34 62 7:18 8:15 31:7 28:8
34 63 7:15 9:18 28:7 31:9
34 63 7:18 9:15 31:7 28:9
34 64 9:15 10:18 28:9 31:10
34 64 9:18 10:15 31:9 28:10
34 65 10:15 11:18 28:10 31:11
34 65 10:18 11:15 31:10 28:11
34 66 10:15 12:18 28:10 31:12
34 66 10:18 12:15 31:10 28:12
34 67 11:15 12:18 28:11 31:12
34 67 11:18 12:15 31:11 28:12
35 50 0:0 2:4 13:0 17:2
35 50 0:4 2:0 17:0 13:2
35 51 1:0 2:4 13:1 17:2
35 51 1:4 2:0 17:1 13:2
35 52 1:0 3:4 13:1 17:3
35 52 1:4 3:0 17:1 13:3
35 53 1:0 4:4 13:1 17:4
35 53 1:4 4:0 17:1 13:4
35 54 1:0 5:4 13:1 17:5
35 54 1:4 5:0 17:1 13:5
35 55 2:0 5:4 13:2 17:5
35 55 2:4 5:0 17:2 13:5
35 56 2:0 6:4 13:2 17:6
35 56 2:4 6:0 17:2 13:6
35 57 3:0 4:4 13:3 17:4
35 57 3:4 4:0 17:3 13:4
35 58 3:0 7:4 13:3 17:7
35 58 3:4 7:0 17:3 13:7
35 59 3:0 8:4 13:3 17:8
35 59 3:4 8:0 17:3 13:8
35 60 4:0 8:4 13:4 17:8
35 60 4:4 8:0 17:4 13:8
35 61 5:0 6:4 13:5 17:6
35 61 5:4 6:0 17:5 13:6
35 62 7:0 8:4 13:7 17:8
35 62 7:4 8:0 17:7 13:8
35 63 7:0 9:4 13:7 17:9
35 63 7:4 9:0 17:7 13:9
35 64 9:0 10:4 13:9 17:10
35 64 9:4 10:0 17:9 13:10
35 65 10:0 11:4 13:10 17:11
35 65 10:4 11:0 17:10 13:11
35 66 10:0 12:4 13:10 17:12
35 66 10:4 12:0 17:10 13:12
35 67 11:0 12:4 13:11 17:12
35 67 11:4 12:0 17:11 13:12
35 50 0:1 2:5 14:0 18:2
35 50 0:5 2:1 18:0 14:2
35 51 1:1 2:5 14:1 18:2
35 51 1:5 2:1 18:1 14:2
35 52 1:1 3:5 14:1 18:3
35 52 1:5 3:1 18:1 14:3
35 53 1:1 4:5 14:1 18:4
35 53 1:5 4:1 18:1 14:4
35 54 1:1 5:5 14:1 18:5
35 54 1:5 5:1 18:1 14:5
35 55 2:1 5:5 14:2 18:5
35 55 2:5 5:1 18:2 14:5
35 56 2:1 6:5 14:2 18:6
35 56 2:5 6:1 18:2 14:6
35 57 3:1 4:5 14:3 18:4
35 57 3:5 4:1 18:3 14:4
35 58 3:1 7:5 14:3 18:7
35 58 3:5 7:1 18:3 14:7
35 59 3:1 8:5 14:3 18:8
35 59 3:5 8:1 18:3 14:8
35 60 4:1 8:5 14:4 18:8
35 60 4:5 8:1 18:4 14:8
35 61 5:1 6:5 14:5 18:6
35 61 5:5 6:1 18:5 14:6
35 62 7:1 8:5 14:7 18:8
35 62 7:5 8:1 18:7 14:8
35 63 7:1 9:5 14:7 18:9
35 63 7:5 9:1 18:7 14:9
35 64 9:1 10:5 14:9 18:10
35 64 9:5 10:1 18:9 14:10
35 65 10:1 11:5 14:10 18:11
35 65 10:5 11:1 18:10 14:11
35 66 10:1 12:5 14:10 18:12
35 66 10:5 12:1 18:10 14:12
35 67 11:1 12:5 14:11 18:12
35 67 11:5 12:1 18:11 14:12
35 50 0:2 2:6 15:0 19:2
35 50 0:6 2:2 19:0 15:2
35 51 1:2 2:6 15:1 19:2
35 51 1:6 2:2 19:1 15:2
35 52 1:2 3:6 15:1 19:3
35 52 1:6 3:2 19:1 15:3
35 53 1:2 4:6 15:1 19:4
35 53 1:6 4:2 19:1 15:4
35 54 1:2 5:6 15:1 19:5
35 54 1:6 5:2 19:1 15:5
35 55 2:2 5:6 15:2 19:5
35 55 2:6 5:2 19:2 15:5
35 56 2:2 6:6 15:2 19:6
35 56 2:6 6:2 19:2 15:6
35 57 3:2 4:6 15:3 19:4
35 57 3:6 4:2 19:3 15:4
35 58 3:2 7:6 15:3 19:7
35 58 3:6 7:2 19:3 15:7
35 59 3:2 8:6 15:3 19:8
35 59 3:6 8:2 19:3 15:8
35 60 4:2 8:6 15:4 19:8
35 60 4:6 8:2 19:4 15:8
35 61 5:2 6:6 15:5 19:6
35 61 5:6 6:2 19:5 15:6
35 62 7:2 8:6 15:7 19:8
35 62 7:6 8:2 19:7 15:8
35 63 7:2 9:6 15:7 19:9
35 63 7:6 9:2 19:7 15:9
35 64 9:2 10:6 15:9 19:10
35 64 9:6 10:2 19:9 15:10
35 65 10:2 11:6 15:10 19:11
35 65 10:6 11:2 19:10 15:11
35 66 10:2 12:6 15:10 19:12
35 66 10:6 12:2 19:10 15:12
35 67 11:2 12:6 15:11 19:12
35 67 11:6 12:2 19:11 15:12
35 50 0:3 2:7 16:0 20:2
35 50 0:7 2:3 20:0 16:2
35 51 1:3 2:7 16:1 20:2
35 51 1:7 2:3 20:1 16:2
35 52 1:3 3:7 16:1 20:3
35 52 1:7 3:3 20:1 16:3
35 53 1:3 4:7 16:1 20:4
35 53 1:7 4:3 20:1 16:4
35 54 1:3 5:7 16:1 20:5
35 54 1:7 5:3 20:1 16:5
35 55 2:3 5:7 16:2 20:5
35 55 2:7 5:3 20:2 16:5
35 56 2:3 6:7 16:2 20:6
35 56 2:7 6:3 20:2 16:6
35 57 3:3 4:7 16:3 20:4
35 57 3:7 4:3 20:3 16:4
35 58 3:3 7:7 16:3 20:7
35 58 3:7 7:3 20:3 16:7
35 59 3:3 8:7 16:3 20:8
35 59 3:7 8:3 20:3 16:8
35 60 4:3 8:7 16:4 20:8
35 60 4:7 8:3 20:4 16:8
35 61 5:3 6:7 16:5 20:6
35 61 5:7 6:3 20:5 16:6
35 62 7:3 8:7 16:7 20:8
35 62 7:7 8:3 20:7 16:8
35 63 7:3 9:7 16:7 20:9
35 63 7:7 9:3 20:7 16:9
35 64 9:3 10:7 16:9 20:10
35 64 9:7 10:3 20:9 16:10
35 65 10:3 11:7 16:10 20:11
35 65 10:7 11:3 20:10 16:11
35 66 10:3 12:7 16:10 20:12
35 66 10:7 12:3 20:10 16:12
35 67 11:3 12:7 16:11 20:12
35 67 11:7 12:3 20:11 16:12
35 50 0:4 2:8 17:0 21:2
35 50 0:8 2:4 21:0 17:2
35 51 1:4 2:8 17:1 21:2
35 51 1:8 2:4 21:1 17:2
35 52 1:4 3:8 17:1 21:3
35 52 1:8 3:4 21:1 17:3
35 53 1:4 4:8 17:1 21:4
35 53 1:8 4:4 21:1 17:4
35 54 1:4 5:8 17:1 21:5
35 54 1:8 5:4 21:1 17:5
35 55 2:4 5:8 17:2 21:5
35 55 2:8 5:4 21:2 17:5
35 56 2:4 6:8 17:2 21:6
35 56 2:8 6:4 21:2 17:6
35 57 3:4 4:8 17:3 21:4
35 57 3:8 4:4 21:3 17:4
35 58 3:4 7:8 17:3 21:7
35 58 3:8 7:4 21:3 17:7
35 59 3:4 8:8 17:3 21:8
35 59 3:8 8:4 21:3 17:8
35 60 4:4 8:8 17:4 21:8
35 60 4:8 8:4 21:4 17:8
35 61 5:4 6:8 17:5 21:6
35 61 5:8 6:4 21:5 17:6
35 62 7:4 8:8 17:7 21:8
35 62 7:8 8:4 21:7 17:8
35 63 7:4 9:8 17:7 21:9
35 63 7:8 9:4 21:7 17:9
35 64 9:4 10:8 17:9 21:10
35 64 9:8 10:4 21:9 17:10
35 65 10:4 11:8 17:10 21:11
35 65 10:8 11:4 21:10 17:11
35 66 10:4 12:8 17:10 21:12
35 66 10:8 12:4 21:10 17:12
35 67 11:4 12:8 17:11 21:12
35 67 11:8 12:4 21:11 17:12
35 50 0:5 2:9 18:0 22:2
35 50 0:9 2:5 22:0 18:2
35 51 1:5 2:9 18:1 22:2
35 51 1:9 2:5 22:1 18:2
35 52 1:5 3:9 18:1 22:3
35 52 1:9 3:5 22:1 18:3
35 53 1:5 4:9 18:1 22:4
35 53 1:9 4:5 22:1 18:4
35 54 1:5 5:9 18:1 22:5
35 54 1:9 5:5 22:1 18:5
35 55 2:5 5:9 18:2 22:5
35 55 2:9 5:5 22:2 18:5
35 56 2:5 6:9 18:2 22:6
35 56 2:9 6:5 22:2 18:6
35 57 3:5 4:9 18:3 22:4
35 57 3:9 4:5 22:3 18:4
35 58 3:5 7:9 18:3 22:7
35 58 3:9 7:5 22:3 18:7
35 59 3:5 8:9 18:3 22:8
35 59 3:9 8:5 22:3 18:8
35 60 4:5 8:9 18:4 22:8
35 60 4:9 8:5 22:4 18:8
35 61 5:5 6:9 18:5 22:6
35 61 5:9 6:5 22:5 18:6
35 62 7:5 8:9 18:7 22:8
35 62 7:9 8:5 22:7 18:8
35 63 7:5 9:9 18:7 22:9
35 63 7:9 9:5 22:7 18:9
35 64 9:5 10:9 18:9 22:10
35 64 9:9 10:5 22:9 18:10
35 65 10:5 11:9 18:10 22:11
35 65 10:9 11:5 22:10 18:11
35 66 10:5 12:9 18:10 22:12
35 66 10:9 12:5 22:10 18:12
35 67 11:5 12:9 18:11 22:12
35 67 11:9 12:5 22:11 18:12
35 50 0:6 2:10 19:0 23:2
